SKU	INVENTORY	MARKETPLACE_ID	MIN_PRICE	MAX_PRICE	CURRENT_SHIPPING
876351	0	9261	43.74	72.95	0
SPEED AND STRENGTH 87-6351	0	9261	43.7385	72.95	0
876352	0	9261	43.74	72.95	0
SPEED AND STRENGTH 87-6352	0	9261	43.7385	72.95	0
876356	0	9261	43.74	72.95	0
SPEED AND STRENGTH 87-6356	0	9261	43.7385	72.95	0
876357	0	9261	43.74	72.95	0
SPEED AND STRENGTH 87-6357	0	9261	43.7385	72.95	0
876361	0	9261	43.74	72.95	0
SPEED AND STRENGTH 87-6361	0	9261	43.7385	72.95	0
876363	0	9261	43.74	72.95	0
SPEED AND STRENGTH 87-6363	0	9261	43.7385	72.95	0
875935	9	9261	83.37	112.95	0
SPEED AND STRENGTH 87-5935	9	9261	83.3675	112.95	0
875936	9	9261	83.37	112.95	0
SPEED AND STRENGTH 87-5936	9	9261	83.3675	112.95	0
875937	9	9261	83.37	112.95	0
SPEED AND STRENGTH 87-5937	9	9261	83.3675	112.95	0
875938	9	9261	83.37	112.95	0
SPEED AND STRENGTH 87-5938	9	9261	83.3675	112.95	0
875939	9	9261	83.37	112.95	0
SPEED AND STRENGTH 87-5939	9	9261	83.3675	112.95	0
875940	9	9261	83.37	112.95	0
SPEED AND STRENGTH 87-5940	9	9261	83.3675	112.95	0
875941	9	9261	83.37	112.95	0
SPEED AND STRENGTH 87-5941	9	9261	83.3675	112.95	0
875942	9	9261	83.37	112.95	0
SPEED AND STRENGTH 87-5942	9	9261	83.3675	112.95	0
875943	9	9261	83.37	112.95	0
SPEED AND STRENGTH 87-5943	9	9261	83.3675	112.95	0
875944	9	9261	83.37	112.95	0
SPEED AND STRENGTH 87-5944	9	9261	83.3675	112.95	0
092123	12	9261	36.21	52.95	0
RIVER ROAD 2002 G 2060	12	9261	36.2060	52.95	0
092124	18	9261	36.21	52.95	0
RIVER ROAD 2002 G 2060	18	9261	36.2060	52.95	0
092125	21	9261	36.21	52.95	0
RIVER ROAD 2002 G 2060	21	9261	36.2060	52.95	0
092126	22	9261	36.21	52.95	0
RIVER ROAD 2002 G 2060	22	9261	36.2060	52.95	0
092127	26	9261	36.21	52.95	0
RIVER ROAD 2002 G 2060	26	9261	36.2060	52.95	0
092128	27	9261	36.21	52.95	0
RIVER ROAD 2002 G 2060	27	9261	36.2060	52.95	0
091636	6	9261	36.21	52.95	0
RIVER ROAD 2002 G 2060	6	9261	36.2060	52.95	0
092129	23	9261	36.21	52.95	0
RIVER ROAD 2002 G 2060L	23	9261	36.2060	52.95	0
092130	27	9261	36.21	52.95	0
RIVER ROAD 2002 G 2060L	27	9261	36.2060	52.95	0
092131	19	9261	36.21	52.95	0
RIVER ROAD 2002 G 2060L	19	9261	36.2060	52.95	0
092132	21	9261	36.21	52.95	0
RIVER ROAD 2002 G 2060L	21	9261	36.2060	52.95	0
092133	18	9261	36.21	52.95	0
RIVER ROAD 2002 G 2060L	18	9261	36.2060	52.95	0
030534	26	9261	126.16	126.1590	0
PINGEL WC65TBM	26	9261	126.1590	126.1590	0
775515	9	9261	3,240.06	3499.95	0
KENDON BB207RU-4	9	9261	3240.0600	3499.95	0
775516	3	9261	4,346.91	4375.95	0
KENDON BB207RULE-4	3	9261	4346.9120	4375.95	0
775514	9	9261	2,867.58	3059.95	0
KENDON BB207-4	9	9261	2867.5750	3059.95	0
775511	9	9261	2,755.59	2839.95	0
KENDON BB107RU-4	9	9261	2755.5880	2839.95	0
775512	1	9261	3,474.64	3474.6370	0
KENDON BB107RULE-4	1	9261	3474.6370	3474.6370	0
775517	9	9261	2,508.06	2649.95	0
KENDON DB507-4	9	9261	2508.0620	2649.95	0
775664	0	9261	2,542.24	2680.00	0
DROP-TAIL 03-TOT2200-02	0	9261	2542.2400	2680.00	0
775662	0	9261	3,018.46	3185.00	0
DROP-TAIL 03-SCT2200-02	0	9261	3018.4550	3185.00	0
775660	0	9261	3,122.19	3295.00	0
DROP-TAIL 03-DCT2200-02	0	9261	3122.1850	3295.00	0
775661	0	9261	2,419.65	2550.00	0
DROP-TAIL 03-SCT1500-02	0	9261	2419.6500	2550.00	0
775663	0	9261	2,914.73	3075.00	0
DROP-TAIL 03-SST2200-02	0	9261	2914.7250	3075.00	0
775665	0	9261	2,259.34	2380.00	0
DROP-TAIL 03-PST2200-02	0	9261	2259.3400	2380.00	0
778292	9	9261	162.69	179.00	0
RISK RACING 77-849 LOCK-N-LOAD	9	9261	162.6945	179.00	0
778300	1	9261	162.69	179.00	0
RISK RACING 00204	1	9261	162.6945	179.00	0
778299	4	9261	41.82	52.99	0
RISK RACING 77-869	4	9261	41.8180	52.99	0
778298	4	9261	41.82	52.99	0
RISK RACING 77-879	4	9261	41.8180	52.99	0
498848	9	9261	58.79	72.95	0
PINGEL 62073	9	9261	58.7920	72.95	0
721391	3	9261	137.56	159.95	0
MATRIX CONCEPTS M6 100	3	9261	137.5555	159.95	0
721395	0	9261	122.23	139.95	0
MATRIX CONCEPTS HM6 101	0	9261	122.2260	139.95	0
721398	0	9261	129.89	149.95	0
MATRIX CONCEPTS 	0	9261	129.8850	149.95	0
721399	0	9261	129.89	149.95	0
MATRIX CONCEPTS M8 107	0	9261	129.8850	149.95	0
721400	0	9261	129.89	149.95	0
MATRIX CONCEPTS HHM8 101	0	9261	129.8850	149.95	0
721401	0	9261	129.89	149.95	0
MATRIX CONCEPTS HM8 101	0	9261	129.8850	149.95	0
342182	9	9261	229.53	274.95	0
MSRHP 92-5012	9	9261	229.5325	274.95	0
342198	26	9261	114.13	124.95	0
MSRHP 92-4001	26	9261	114.1300	124.95	0
342199	27	9261	114.13	124.95	0
MSRHP 92-4012	27	9261	114.1300	124.95	0
342200	13	9261	114.13	124.95	0
MSRHP 92-4013	13	9261	114.1300	124.95	0
342201	12	9261	114.13	124.95	0
MSRHP 92-4014	12	9261	114.1300	124.95	0
342202	23	9261	114.13	124.95	0
MSRHP 92-4015	23	9261	114.1300	124.95	0
342203	12	9261	114.13	124.95	0
MSRHP 92-4016	12	9261	114.1300	124.95	0
342204	13	9261	114.13	124.95	0
MSRHP 92-4017	13	9261	114.1300	124.95	0
342209	36	9261	68.64	92.95	0
MSRHP 92-6002	36	9261	68.6360	92.95	0
342191	22	9261	93.27	122.95	0
MSRHP 93-1001	22	9261	93.2690	122.95	0
342192	13	9261	93.27	122.95	0
MSRHP 93-1012	13	9261	93.2690	122.95	0
342193	11	9261	93.27	122.95	0
MSRHP 93-1013	11	9261	93.2690	122.95	0
342194	7	9261	93.27	122.95	0
MSRHP 93-1014	7	9261	93.2690	122.95	0
342195	15	9261	93.27	122.95	0
MSRHP 93-1015	15	9261	93.2690	122.95	0
342196	25	9261	93.27	122.95	0
MSRHP 93-1016	25	9261	93.2690	122.95	0
342197	2	9261	93.27	122.95	0
MSRHP 93-1017	2	9261	93.2690	122.95	0
342181	0	9261	27.28	38.95	0
MSRHP 90-9001	0	9261	27.2820	38.95	0
342184	12	9261	34.98	48.95	0
MSRHP 95-1001	12	9261	34.9755	48.95	0
342206	27	9261	30.39	42.95	0
MSRHP 95-2001	27	9261	30.3870	42.95	0
342183	9	9261	62.56	82.95	0
MSRHP 99-2011	9	9261	62.5640	82.95	0
721378	6	9261	114.57	129.95	0
MATRIX CONCEPTS HHM2 100	6	9261	114.5670	129.95	0
721379	5	9261	114.57	129.95	0
MATRIX CONCEPTS HHM2 101	5	9261	114.5670	129.95	0
721380	4	9261	114.57	129.95	0
MATRIX CONCEPTS HM2 100	4	9261	114.5670	129.95	0
721384	0	9261	60.93	82.95	0
MATRIX CONCEPTS M15 101	0	9261	60.9310	82.95	0
721385	0	9261	60.93	82.95	0
MATRIX CONCEPTS M15 102	0	9261	60.9310	82.95	0
721386	0	9261	60.93	82.95	0
MATRIX CONCEPTS M15 103	0	9261	60.9310	82.95	0
721451	6	9261	99.24	132.95	0
MATRIX CONCEPTS M64 100	6	9261	99.2375	132.95	0
721452	9	9261	99.24	132.95	0
MATRIX CONCEPTS M64 101	9	9261	99.2375	132.95	0
721453	9	9261	99.24	132.95	0
MATRIX CONCEPTS M64 102	9	9261	99.2375	132.95	0
721454	9	9261	99.24	132.95	0
MATRIX CONCEPTS M64 103	9	9261	99.2375	132.95	0
721455	5	9261	99.24	132.95	0
MATRIX CONCEPTS M64 104	5	9261	99.2375	132.95	0
721456	9	9261	99.24	132.95	0
MATRIX CONCEPTS M64 105	9	9261	99.2375	132.95	0
721457	9	9261	99.24	132.95	0
MATRIX CONCEPTS M64 106	9	9261	99.2375	132.95	0
721458	0	9261	99.24	132.95	0
MATRIX CONCEPTS M50 101	0	9261	99.2375	132.95	0
721459	1	9261	99.24	132.95	0
MATRIX CONCEPTS M50 102	1	9261	99.2375	132.95	0
721460	2	9261	99.24	132.95	0
MATRIX CONCEPTS M50 103	2	9261	99.2375	132.95	0
123002	12	9261	80.98	102.95	0
CYCRA 2037-12UA	12	9261	80.9755	102.95	0
123003	9	9261	80.98	102.95	0
CYCRA 2037-22UA	9	9261	80.9755	102.95	0
123004	14	9261	80.98	102.95	0
CYCRA 2037-32UA	14	9261	80.9755	102.95	0
123005	4	9261	80.98	102.95	0
CYCRA 2037-55UA	4	9261	80.9755	102.95	0
123006	1	9261	80.98	102.95	0
CYCRA 2037-62UA	1	9261	80.9755	102.95	0
123007	8	9261	80.98	102.95	0
CYCRA 2037-72UA	8	9261	80.9755	102.95	0
123536	0	9261	91.11	117.95	0
CYCRA 2037-22SE	0	9261	91.1070	117.95	0
123538	1	9261	91.11	117.95	0
CYCRA 2037-62SE	1	9261	91.1070	117.95	0
123539	4	9261	91.11	117.95	0
CYCRA 2037-72SE	4	9261	91.1070	117.95	0
100943	5	9261	129.66	138.95	0
CONDOR UBS-2000 BLACK	5	9261	129.6550	138.95	0
601181	9	9261	29.32	41.44	0
EXCEL PST-004	9	9261	29.3175	41.44	0
778289	9	9261	137.97	149.00	0
RISK RACING RR-1LIFT-SINGLE	9	9261	137.9695	149.00	0
100054	22	9261	106.38	142.95	0
HIGH ROLLER HR501-10	22	9261	106.3790	142.95	0
100055	14	9261	106.38	142.95	0
HIGH ROLLER HR501-20	14	9261	106.3790	142.95	0
100056	9	9261	63.62	79.95	0
HIGH ROLLER HR501-30	9	9261	63.6220	79.95	0
132245	27	9261	121.57	149.95	0
BULLY LOCKS S-808	27	9261	121.5705	149.95	0
132208	36	9261	46.95	67.95	0
BULLY LOCKS 2004-20	36	9261	46.9470	67.95	0
132203	36	9261	23.50	34.95	0
BULLY LOCKS 8002	36	9261	23.4985	34.95	0
132206	0	9261	25.63	37.95	0
BULLY LOCKS 4009	0	9261	25.6260	37.95	0
132235	29	9261	50.50	72.95	0
BULLY LOCKS 132235	29	9261	50.5005	72.95	0
132204	36	9261	23.50	34.95	0
BULLY LOCKS 4026	36	9261	23.4985	34.95	0
132236	27	9261	68.27	97.95	0
BULLY LOCKS 132236	27	9261	68.2680	97.95	0
132231	36	9261	43.39	62.95	0
BULLY LOCKS 132231	36	9261	43.3935	62.95	0
132207	27	9261	36.29	52.95	0
BULLY LOCKS 2004-15	27	9261	36.2865	52.95	0
132246	0	9261	29.18	42.95	0
BULLY LOCKS 1581S-RD	0	9261	29.1795	42.95	0
132247	27	9261	29.18	42.95	0
BULLY LOCKS 1581S-YLW	27	9261	29.1795	42.95	0
132248	36	9261	30.61	44.95	0
BULLY LOCKS 1581S-CHR	36	9261	30.6055	44.95	0
132249	27	9261	32.73	47.95	0
BULLY LOCKS 1581L-RD	27	9261	32.7330	47.95	0
132250	36	9261	32.73	47.95	0
BULLY LOCKS 1581L-YLW	36	9261	32.7330	47.95	0
132251	36	9261	34.16	49.95	0
BULLY LOCKS 1581L-CHR	36	9261	34.1590	49.95	0
132222	36	9261	28.47	41.95	0
BULLY LOCKS DISC ORG 1	36	9261	28.4665	41.95	0
132223	36	9261	29.89	43.95	0
BULLY LOCKS DISC CHR 1	36	9261	29.8925	43.95	0
132224	36	9261	29.18	42.95	0
BULLY LOCKS DISC ORG 2	36	9261	29.1795	42.95	0
132225	36	9261	32.73	47.95	0
BULLY LOCKS DISC CHR 2	36	9261	32.7330	47.95	0
132252	26	9261	36.29	52.95	0
BULLY LOCKS GS-610	26	9261	36.2865	52.95	0
132253	36	9261	57.61	82.95	0
BULLY LOCKS GS-620	36	9261	57.6075	82.95	0
132254	36	9261	36.29	52.95	0
BULLY LOCKS GS-3026	36	9261	36.2865	52.95	0
132243	36	9261	57.61	82.95	0
BULLY LOCKS AD-1	36	9261	57.6075	82.95	0
132239	36	9261	61.16	87.95	0
BULLY LOCKS LKCR-0009	36	9261	61.1610	87.95	0
132242	36	9261	32.73	47.95	0
BULLY LOCKS LKCR-1001A+1001C	36	9261	32.7330	47.95	0
132201	25	9261	24.91	36.95	0
BULLY LOCKS BUFFALO	25	9261	24.9130	36.95	0
132202	36	9261	19.23	28.95	0
BULLY LOCKS REMINDER	36	9261	19.2320	28.95	0
187013	25	9261	82.76	137.95	0
ONGUARD LOCKS 8017LPT	25	9261	82.7580	137.95	0
187017	23	9261	36.63	57.95	0
ONGUARD LOCKS 8101	23	9261	36.6315	57.95	0
187040	21	9261	50.34	82.95	0
ONGUARD LOCKS 8002	21	9261	50.3395	82.95	0
187026	9	9261	62.13	102.95	0
ONGUARD LOCKS 8000	9	9261	62.1270	102.95	0
187027	13	9261	59.18	97.95	0
ONGUARD LOCKS 8001	13	9261	59.1830	97.95	0
187046	22	9261	24.99	39.95	0
ONGUARD LOCKS 8062	22	9261	24.9935	39.95	0
187028	12	9261	38.54	62.95	0
ONGUARD LOCKS 8015	12	9261	38.5405	62.95	0
187042	10	9261	65.07	107.95	0
ONGUARD LOCKS 8023	10	9261	65.0710	107.95	0
187045	17	9261	97.49	139.95	0
ONGUARD LOCKS 8023L	17	9261	97.4895	139.95	0
187043	14	9261	50.34	82.95	0
ONGUARD LOCKS 8024	14	9261	50.3395	82.95	0
187044	0	9261	59.18	97.95	0
ONGUARD LOCKS 8025	0	9261	59.1830	97.95	0
187041	14	9261	38.55	62.95	0
ONGUARD LOCKS 8026	14	9261	38.5520	62.95	0
187032	19	9261	35.61	57.95	0
ONGUARD LOCKS 8030	19	9261	35.6080	57.95	0
187031	15	9261	29.71	47.95	0
ONGUARD LOCKS 8031	15	9261	29.7085	47.95	0
187029	26	9261	29.71	47.95	0
ONGUARD LOCKS 8028	26	9261	29.7085	47.95	0
187030	17	9261	28.54	45.95	0
ONGUARD LOCKS 8029	17	9261	28.5355	45.95	0
187047	26	9261	26.76	42.95	0
ONGUARD LOCKS 8063	26	9261	26.7645	42.95	0
187023	14	9261	49.16	80.95	0
ONGUARD LOCKS 8046	14	9261	49.1550	80.95	0
187024	26	9261	35.13	52.99	0
ONGUARD LOCKS 8107	26	9261	35.1250	52.99	0
187025	27	9261	17.93	27.95	0
ONGUARD LOCKS 8056	27	9261	17.9325	27.95	0
132080	15	9261	182.26	245.95	0
KRYPTONITE LOCKS 720018999577	15	9261	182.2560	245.95	0
132081	0	9261	140.10	183.95	0
KRYPTONITE LOCKS 720018999508	0	9261	140.0970	183.95	0
132032	0	9261	110.85	140.95	0
KRYPTONITE LOCKS 720018 999485	0	9261	110.8525	140.95	0
132033	27	9261	138.05	180.95	0
KRYPTONITE LOCKS 720018999492	27	9261	138.0500	180.95	0
132112	28	9261	126.49	163.95	0
KRYPTONITE LOCKS 720018999522	28	9261	126.4925	163.95	0
132113	0	9261	86.37	127.95	0
KRYPTONITE LOCKS 720018999515	0	9261	86.3690	127.95	0
132114	17	9261	109.15	138.95	0
KRYPTONITE LOCKS 720018999546	17	9261	109.1505	138.95	0
132121	0	9261	70.40	104.45	0
KRYPTONITE LOCKS 720018000808	0	9261	70.3955	104.45	0
132122	20	9261	89.43	132.95	0
KRYPTONITE LOCKS 720018000815	20	9261	89.4280	132.95	0
132123	0	9261	56.45	83.95	0
KRYPTONITE LOCKS 720018000839	0	9261	56.4460	83.95	0
132124	27	9261	75.48	111.95	0
KRYPTONITE LOCKS 720018000846	27	9261	75.4785	111.95	0
132049	0	9261	87.73	129.95	0
KRYPTONITE LOCKS 720018180111	0	9261	87.7260	129.95	0
132115	24	9261	30.94	46.95	0
KRYPTONITE LOCKS 720018999928	24	9261	30.9390	46.95	0
132058	32	9261	30.94	46.95	0
KRYPTONITE LOCKS 720018999805	32	9261	30.9390	46.95	0
132013	27	9261	24.82	37.95	0
KRYPTONITE LOCKS 720018210412	27	9261	24.8210	37.95	0
132072	32	9261	39.09	58.95	0
KRYPTONITE LOCKS 720018830504	32	9261	39.0925	58.95	0
132029	36	9261	23.80	35.95	0
KRYPTONITE LOCKS 720018210610	36	9261	23.7975	35.95	0
132107	0	9261	26.49	47.95	0
KRYPTONITE LOCKS 720018998600	0	9261	26.4885	47.95	0
132073	29	9261	29.92	44.95	0
KRYPTONITE LOCKS 720018850434	29	9261	29.9155	44.95	0
132082	0	9261	64.13	94.95	0
KRYPTONITE LOCKS 	0	9261	64.1280	94.95	0
132068	26	9261	69.03	102.95	0
KRYPTONITE LOCKS 720018998457	26	9261	69.0270	102.95	0
132093	36	9261	20.41	30.95	0
KRYPTONITE LOCKS 720018340102	36	9261	20.4050	30.95	0
132550	0	9261	339.16	439.95	0
KRYPTONITE LOCKS 720018001256	0	9261	339.1620	439.95	0
101061	16	9261	142.29	179.99	0
ABUS LOCKS 4003318 58241 7	16	9261	142.2935	179.99	0
101064	11	9261	106.93	129.99	0
ABUS LOCKS 4003318 59472 4	11	9261	106.9310	129.99	0
101062	18	9261	85.71	122.99	0
ABUS LOCKS 4003318 58090 1	18	9261	85.7135	122.99	0
101063	11	9261	85.71	122.99	0
ABUS LOCKS 4003318 56995 1	11	9261	85.7135	122.99	0
101065	0	9261	205.95	269.99	0
ABUS LOCKS 4003318 19005 6	0	9261	205.9460	269.99	0
101069	9	9261	205.95	269.99	0
ABUS LOCKS 4003318 19005 6	9	9261	205.9460	269.99	0
101067	36	9261	142.29	179.99	0
ABUS LOCKS 4003318 19002 5	36	9261	142.2935	179.99	0
101068	0	9261	142.29	179.99	0
ABUS LOCKS 4003318 19006 3	0	9261	142.2935	179.99	0
603700	9	9261	298.92	325.95	0
SPEED-WAY SHELTERS MTS-GRY	9	9261	298.9235	325.95	0
603701	9	9261	375.05	425.95	0
SPEED-WAY SHELTERS MTT-GRY	9	9261	375.0535	425.95	0
343200	22	9261	39.13	56.95	0
MSRHP 343200	22	9261	39.1270	56.95	0
343201	21	9261	39.13	56.95	0
MSRHP 343201	21	9261	39.1270	56.95	0
343202	14	9261	39.13	56.95	0
MSRHP 343202	14	9261	39.1270	56.95	0
343203	32	9261	39.13	56.95	0
MSRHP 343203	32	9261	39.1270	56.95	0
343204	15	9261	39.13	56.95	0
MSRHP 343204	15	9261	39.1270	56.95	0
343205	28	9261	39.13	56.95	0
MSRHP 343205	28	9261	39.1270	56.95	0
343206	24	9261	37.70	54.95	0
MSRHP 343206	24	9261	37.7010	54.95	0
343207	9	9261	37.70	54.95	0
MSRHP 343207	9	9261	37.7010	54.95	0
343208	26	9261	37.70	54.95	0
MSRHP 343208	26	9261	37.7010	54.95	0
340036	29	9261	44.81	64.95	0
MSRHP 340036	29	9261	44.8080	64.95	0
022819	0	9261	42.22	57.99	0
PRO TAPER 11-099F	0	9261	42.2205	57.99	0
100510	36	9261	27.75	40.95	0
BIKEMASTER 100510	36	9261	27.7535	40.95	0
100548	0	9261	27.05	39.95	0
BIKEMASTER 100548	0	9261	27.0520	39.95	0
100520	36	9261	27.75	40.95	0
BIKEMASTER 100520	36	9261	27.7535	40.95	0
100523	36	9261	27.75	40.95	0
BIKEMASTER 10-0523	36	9261	27.7535	40.95	0
100508	31	9261	27.75	40.95	0
BIKEMASTER 100508	31	9261	27.7535	40.95	0
100505	27	9261	27.75	40.95	0
BIKEMASTER 100505	27	9261	27.7535	40.95	0
100503	27	9261	27.75	40.95	0
BIKEMASTER 100503	27	9261	27.7535	40.95	0
100512	36	9261	27.75	40.95	0
BIKEMASTER 100512	36	9261	27.7535	40.95	0
100500	36	9261	27.75	40.95	0
BIKEMASTER 100500	36	9261	27.7535	40.95	0
100537	36	9261	31.31	45.95	0
BIKEMASTER 100537	36	9261	31.3070	45.95	0
100538	35	9261	31.31	45.95	0
BIKEMASTER 100538	35	9261	31.3070	45.95	0
100536	34	9261	31.31	45.95	0
BIKEMASTER 100536	34	9261	31.3070	45.95	0
100514	36	9261	29.18	42.95	0
BIKEMASTER 100514	36	9261	29.1795	42.95	0
100515	18	9261	29.18	42.95	0
BIKEMASTER 100515	18	9261	29.1795	42.95	0
100513	35	9261	29.18	42.95	0
BIKEMASTER 100513	35	9261	29.1795	42.95	0
100517	36	9261	32.73	47.95	0
BIKEMASTER 100517	36	9261	32.7330	47.95	0
100518	22	9261	32.73	47.95	0
BIKEMASTER 100518	22	9261	32.7330	47.95	0
100516	16	9261	32.73	47.95	0
BIKEMASTER 100516	16	9261	32.7330	47.95	0
100551	0	9261	30.61	44.95	0
BIKEMASTER 100551	0	9261	30.6055	44.95	0
100524	36	9261	32.73	47.95	0
BIKEMASTER 10-0524	36	9261	32.7330	47.95	0
100522	36	9261	32.73	47.95	0
BIKEMASTER 10-0522	36	9261	32.7330	47.95	0
100529	36	9261	36.29	52.95	0
BIKEMASTER 100529	36	9261	36.2865	52.95	0
100531	27	9261	36.29	52.95	0
BIKEMASTER 100531	27	9261	36.2865	52.95	0
100519	14	9261	36.29	52.95	0
BIKEMASTER 100519	14	9261	36.2865	52.95	0
100554	0	9261	36.29	52.95	0
BIKEMASTER 100554	0	9261	36.2865	52.95	0
100066	27	9261	56.85	77.95	0
HIGH ROLLER HR801-10	27	9261	56.8485	77.95	0
100067	0	9261	56.85	77.95	0
HIGH ROLLER HR801-20	0	9261	56.8485	77.95	0
100068	9	9261	56.85	77.95	0
HIGH ROLLER HR801-30	9	9261	56.8485	77.95	0
100042	27	9261	47.91	65.95	0
HIGH ROLLER HR201-10	27	9261	47.9130	65.95	0
100043	18	9261	47.91	65.95	0
HIGH ROLLER HR201-20	18	9261	47.9130	65.95	0
100044	18	9261	47.91	65.95	0
HIGH ROLLER HR201-30	18	9261	47.9130	65.95	0
100047	19	9261	47.91	65.95	0
HIGH ROLLER HR201-50	19	9261	47.9130	65.95	0
100048	15	9261	47.91	65.95	0
HIGH ROLLER HR201-70	15	9261	47.9130	65.95	0
100053	24	9261	47.91	65.95	0
HIGH ROLLER HR301-10	24	9261	47.9130	65.95	0
100063	16	9261	46.30	62.95	0
HIGH ROLLER HR701-10	16	9261	46.3030	62.95	0
100064	12	9261	46.30	62.95	0
HIGH ROLLER HR701-20	12	9261	46.3030	62.95	0
100065	0	9261	46.30	62.95	0
HIGH ROLLER HR701-30	0	9261	46.3030	62.95	0
100039	23	9261	40.14	55.95	0
HIGH ROLLER HR101-10	23	9261	40.1390	55.95	0
100040	13	9261	40.14	55.95	0
HIGH ROLLER HR101-20	13	9261	40.1390	55.95	0
100041	27	9261	40.14	55.95	0
HIGH ROLLER HR101-30	27	9261	40.1390	55.95	0
100050	0	9261	40.14	55.95	0
HIGH ROLLER HR101-50	0	9261	40.1390	55.95	0
100051	31	9261	40.14	55.95	0
HIGH ROLLER HR101-70	31	9261	40.1390	55.95	0
100057	28	9261	35.59	52.95	0
HIGH ROLLER HR601-10	28	9261	35.5850	52.95	0
100058	31	9261	35.59	52.95	0
HIGH ROLLER HR601-20	31	9261	35.5850	52.95	0
100059	22	9261	35.59	52.95	0
HIGH ROLLER HR601-30	22	9261	35.5850	52.95	0
100653	4	9261	50.28	68.95	0
LOCKSTRAPS 301	4	9261	50.2820	68.95	0
100657	22	9261	25.02	38.95	0
LOCKSTRAPS 801	22	9261	25.0165	38.95	0
100650	31	9261	49.12	67.95	0
LOCKSTRAPS 101	31	9261	49.1205	67.95	0
151966	34	9261	26.34	38.95	0
BIKEMASTER FHM038	34	9261	26.3390	38.95	0
100891	21	9261	23.83	33.99	0
ANCRA 41075-10	21	9261	23.8320	33.99	0
100528	36	9261	22.77	33.95	0
BIKEMASTER 100528	36	9261	22.7740	33.95	0
108370	27	9261	26.47	37.95	0
CHASE HARPER 9100BK	27	9261	26.4655	37.95	0
340001	25	9261	26.33	38.95	0
MSRHP 340001	25	9261	26.3275	38.95	0
100004	33	9261	21.36	31.95	0
BIKEMASTER 100004	33	9261	21.3595	31.95	0
100005	19	9261	21.36	31.95	0
BIKEMASTER 100005	19	9261	21.3595	31.95	0
100006	11	9261	21.36	31.95	0
BIKEMASTER 100006	11	9261	21.3595	31.95	0
100008	36	9261	21.36	31.95	0
BIKEMASTER 100008	36	9261	21.3595	31.95	0
100009	18	9261	21.36	31.95	0
BIKEMASTER 100009	18	9261	21.3595	31.95	0
100010	36	9261	21.36	31.95	0
BIKEMASTER 100010	36	9261	21.3595	31.95	0
100011	27	9261	21.36	31.95	0
BIKEMASTER 100011	27	9261	21.3595	31.95	0
318403	0	9261	71.63	76.36	0
DUNLOP 	0	9261	71.6260	76.36	0
318412	0	9261	80.45	84.69	0
DUNLOP 32SE61	0	9261	80.4465	84.69	0
318416	0	9261	160.50	160.4980	0
DUNLOP 32SE56	0	9261	160.4980	160.4980	0
318443	0	9261	77.68	82.03	0
DUNLOP 32CS11	0	9261	77.6750	82.03	0
318445	0	9261	139.61	140.37	0
DUNLOP 32ST26	0	9261	139.6140	140.37	0
318451	0	9261	75.26	79.77	0
DUNLOP 32CS16	0	9261	75.2600	79.77	0
318452	0	9261	86.73	90.60	0
DUNLOP 32CS12	0	9261	86.7255	90.60	0
318453	0	9261	94.58	97.97	0
DUNLOP 32CS14	0	9261	94.5800	97.97	0
318454	0	9261	136.60	137.49	0
DUNLOP 32CS09	0	9261	136.6010	137.49	0
318455	0	9261	150.00	149.9985	0
DUNLOP 32CS10	0	9261	149.9985	149.9985	0
318458	0	9261	153.25	153.2530	0
DUNLOP 32CS07	0	9261	153.2530	153.2530	0
318460	0	9261	163.41	163.4075	0
DUNLOP 32CS08	0	9261	163.4075	163.4075	0
318461	0	9261	168.96	168.9620	0
DUNLOP 32CS04	0	9261	168.9620	168.9620	0
318472	0	9261	139.61	140.37	0
DUNLOP 32HP26	0	9261	139.6140	140.37	0
318473	0	9261	142.75	142.7535	0
DUNLOP 32HP10	0	9261	142.7535	142.7535	0
318481	0	9261	94.58	97.97	0
DUNLOP 32HP28	0	9261	94.5800	97.97	0
318482	0	9261	136.60	137.49	0
DUNLOP 	0	9261	136.6010	137.49	0
318395	16	9261	146.50	146.5025	0
DUNLOP 32SS26	16	9261	146.5025	146.5025	0
318396	36	9261	185.02	185.0160	0
DUNLOP 32SS36	36	9261	185.0160	185.0160	0
318500	27	9261	142.77	142.7650	0
DUNLOP 32AT01	27	9261	142.7650	142.7650	0
318505	36	9261	136.59	137.95	0
DUNLOP 32AT03	36	9261	136.5895	137.95	0
318506	0	9261	150.00	149.9985	0
DUNLOP 32AT02	0	9261	149.9985	149.9985	0
318507	18	9261	150.00	149.9985	0
DUNLOP 32AT04	18	9261	149.9985	149.9985	0
318520	27	9261	150.18	150.1825	0
DUNLOP 32RC06	27	9261	150.1825	150.1825	0
318521	36	9261	174.30	174.2980	0
DUNLOP 32RC05	36	9261	174.2980	174.2980	0
318522	17	9261	163.50	163.4995	0
DUNLOP 32RC07	17	9261	163.4995	163.4995	0
318523	36	9261	180.30	180.3010	0
DUNLOP 32RC08	36	9261	180.3010	180.3010	0
318250	17	9261	174.28	174.2750	0
DUNLOP 32TM38	17	9261	174.2750	174.2750	0
318007	0	9261	120.89	122.95	0
DUNLOP 301210	0	9261	120.8920	122.95	0
318008	27	9261	171.12	171.1240	0
DUNLOP 301245	27	9261	171.1240	171.1240	0
301285	22	9261	57.67	68.71	0
